2025-08-29 13:51:16 | INFO     | utils.logging_config | setup_logging:59 | ============================================================
2025-08-29 23:09:52 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:52 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:53 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:53 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:53 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:53 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:53 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:54 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:54 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:54 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:54 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:54 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:54 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:55 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:55 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:55 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:55 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:55 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:55 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:56 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:56 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:56 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:56 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:56 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:56 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:57 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:57 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:57 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:57 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:57 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:57 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:58 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:58 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:58 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:58 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:58 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:59 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:59 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:59 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:59 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:59 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:59 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:09:59 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:00 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:00 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:00 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:00 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:00 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:00 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:01 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:01 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:01 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:01 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:01 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:01 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:01 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:01 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:02 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:02 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:02 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:02 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:02 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:02 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:02 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:02 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:03 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:03 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:03 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:03 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:03 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:03 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:03 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:03 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:04 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:04 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:04 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:04 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:04 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:04 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:04 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:04 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:05 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:05 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:05 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:05 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:05 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:05 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:05 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:05 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:06 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:06 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:06 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:06 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:06 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:06 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:06 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:06 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
2025-08-29 23:10:06 | ERROR    | gui.main_window | check_collisions_gpu:180 | 碰撞檢測失敗: CuPy failed to load nvrtc64_112_0.dll: FileNotFoundError: Could not find module 'nvrtc64_112_0.dll' (or one of its dependencies). Try using the full path with constructor syntax.
